vessel_id,mmsi,vessel_name,latitude,longitude,start_distance_from_port_km,end_distance_from_port_km,start_distance_from_shore_km,end_distance_from_shore_km,start,end,event_type,label
743c8d6e2-29e4-54c1-8d03-31e36f02eef5,413514410,EP20-4DPP,20.4626,113.2123,131.864234,131.864234,131.0,131.0,2023-10-09T07:11:18.000Z,2024-06-06T08:30:12.000Z,loitering,1
5b29c32bb-b75c-e4ca-81b4-e42eeaf79536,413536850,EP18-6DPP,20.4881,114.0113,158.844828,158.844828,150.0,150.0,2023-10-09T07:54:52.000Z,2024-10-21T23:58:28.000Z,loitering,1
860903922-20e3-83c0-0407-88437f573c50,538004258,ROWAN NORWAY,56.8934,-0.1257,100.351727,100.890188,119.0,119.0,2023-10-09T10:49:11.000Z,2024-01-06T19:50:24.000Z,loitering,1
5f3af9b99-9dbe-ea04-5999-9ef108ce42ce,413203740,ZHONG YOU HAI 11,39.7971,120.628,0.0,0.854292,47.0,47.0,2023-10-09T13:04:03.000Z,2024-01-15T23:59:37.000Z,loitering,1
e70260477-7d21-dbce-4c62-18157c0908bd,574369000,PVDRILLING 1,9.4546,101.0661,124.24584399999999,126.51863300000001,107.0,110.0,2023-10-09T22:57:07.000Z,2024-01-09T02:17:22.000Z,loitering,1
203e57f34-4aa1-cb67-ff82-bd656aa928af,413276000,XJ231DPP,21.3506,114.7156,80.59456200000001,80.59456200000001,89.0,89.0,2023-10-10T02:33:57.000Z,2024-01-23T09:12:14.000Z,loitering,1
ee85cbd5c-c35a-06a2-c130-d53fba5ea2a2,413258870,ZHAOSHANGHAILONG9,20.4718,113.3152,134.413891,134.413891,134.0,134.0,2023-10-10T02:46:55.000Z,2024-01-04T13:56:18.000Z,loitering,1
3ed789a3f-f8a2-84fe-77d5-207251ba2b6f,414833000,HAI YANG SHI YOU123,21.6867,116.6992,141.999047,141.999047,107.0,107.0,2023-10-10T02:55:42.000Z,2024-08-21T19:54:44.000Z,loitering,1
df71f73a4-4e4a-1537-1301-043bfc980e91,613699000,VETER,-7.9575,10.4878,128.417828,126.378719,271.0,270.0,2023-10-10T03:48:10.000Z,2024-04-18T23:43:18.000Z,loitering,1
0fc73802c-cc7b-9777-8355-96039a9eb3eb,413514170,LF12-3 WHP,21.6918,116.7243,142.295984,142.42604699999998,107.0,107.0,2023-10-10T06:39:02.000Z,2024-09-03T09:34:29.000Z,loitering,1
6316067ba-a205-2e47-d9d3-0bd1be4ee1c2,412477580,HZ25-8,21.1901,115.0225,110.43757799999999,110.43757799999999,121.0,121.0,2023-10-10T07:37:22.000Z,2024-01-23T22:39:05.000Z,loitering,1
6c0e315ec-c71b-e6c7-d57d-8cfbf18ccef7,413471930,PY5-1DPPB,20.8456,114.7905,135.846766,135.846766,137.0,137.0,2023-10-10T07:50:44.000Z,2024-01-24T06:02:37.000Z,loitering,1
a46cc870f-f66a-148c-be05-d5e2526a017e,412467260,HZ19-2,21.3658,115.0833,98.093383,98.093383,111.0,111.0,2023-10-10T09:58:41.000Z,2024-01-21T11:08:46.000Z,loitering,1
b03c361ee-e288-b51c-defb-49ac0314bec8,538010659,NOBLE RESOLVE,56.0992,4.2423,0.0,2.480737,241.0,239.0,2023-10-10T11:48:06.000Z,2024-09-07T09:59:02.000Z,loitering,1
4fcd881d3-36de-892b-50e0-eb3d9011ee5e,413297000,HZ25-3,21.1784,115.0849,114.783133,114.783133,126.0,126.0,2023-10-10T11:55:52.000Z,2024-05-15T07:59:32.000Z,loitering,1
d4e786dab-b806-4cc4-0930-c71491f6dad3,412477620,XJ24-3DPPB,21.3483,114.9833,93.359164,93.359164,105.0,105.0,2023-10-10T13:19:55.000Z,2024-09-03T01:17:54.000Z,loitering,1
bfbcd9f5d-d282-038e-14ba-101ac2365003,413471940,PY4-2DPPA,20.8389,114.6118,133.354203,133.354203,128.0,128.0,2023-10-10T13:23:57.000Z,2024-09-03T14:52:07.000Z,loitering,1
c2e00174e-e7a2-37dc-3d04-b1848846d2fa,413233020,HAIYANGSHIYOU943,21.3205,115.0882,104.504492,100.809914,117.0,113.0,2023-10-10T16:09:08.000Z,2024-04-08T07:33:00.000Z,loitering,1
7054e4bd6-65d7-f555-7b07-43aa78517605,538005579,DEEPWATER CONQUEROR,26.2834,-91.074,5.199161,0.0,308.0,305.0,2023-10-11T00:52:52.000Z,2024-01-16T13:58:37.000Z,loitering,1
d7750b303-3de7-34bd-0dc5-481bfb17d13d,413535880,LF8-1DPP,21.6737,116.3277,133.647828,133.647828,112.0,112.0,2023-10-11T08:55:12.000Z,2024-09-03T07:46:13.000Z,loitering,1
d015e31bf-f14e-1195-a88f-1234892a623b,412467270,HZ19-3,21.3522,115.0171,95.841758,95.841758,108.0,108.0,2023-10-11T10:30:23.000Z,2024-01-02T15:59:00.000Z,loitering,1
c9896f946-67b5-1b12-6cf6-59a3803c8527,538004325,ROWAN EXL-IV,28.2571,49.6255,0.0,0.979414,63.0,62.0,2023-10-11T10:59:12.000Z,2024-01-12T13:46:58.000Z,loitering,1
17d292b9f-ff0c-634c-d695-906b7064658f,636019909,BORR HILD,19.029,-92.4491,13.710802,10.331313,38.0,42.0,2023-10-11T13:59:11.000Z,2026-07-10T20:06:46.000Z,loitering,1
3f2d7be96-6953-e28b-6a17-7713e8cffc14,271047822,KANUNI,42.8256,31.2607,146.179734,150.73906200000002,147.0,151.0,2023-10-11T23:50:34.000Z,2024-04-10T18:56:00.000Z,loitering,1
b27b6004b-b5a1-c736-084f-c4bd39d9b092,353337000,ABAN II,19.6861,71.7734,27.195896,19.162688,97.0,91.0,2023-10-12T08:58:53.000Z,2024-05-17T10:59:51.000Z,loitering,1
67c9d9883-3c8e-0137-ad6e-61596b6264b3,538009623,WEST AURIGA,27.2373,-90.0046,2.2687109999999997,3.167358,197.0,195.0,2023-10-12T09:48:16.000Z,2024-02-17T07:47:59.000Z,loitering,1
e25bda04d-dbf1-aa58-bbe7-746ea7f67dae,311041200,ODN 1,-22.6663,-40.2503,0.0,0.0,107.0,106.0,2023-10-13T19:58:07.000Z,2024-02-13T18:59:13.000Z,loitering,1
1a80a9cb4-4d6a-760b-9ced-2746a66602c4,470310000,ALNOOF,25.2919,53.271,3.484023,3.484023,42.0,42.0,2023-10-14T10:58:04.000Z,2024-01-09T06:58:20.000Z,loitering,1
29e0dd3cd-d067-147c-3299-6e40545c5e06,413243130,HAIYANGSHIYOU901,39.8881,120.7849,2.035111,10.879421,40.0,49.0,2023-10-14T11:47:57.000Z,2024-02-06T18:53:44.000Z,loitering,1
f4eaa18d2-2352-6c07-3707-7ffa1e9674d1,563068230,ADMARINE 686,26.9721,50.5208,0.9910180000000001,1.111949,52.0,51.0,2023-10-14T13:28:18.000Z,2024-03-18T11:59:56.000Z,loitering,1
a1c13c645-5242-6fb2-cd1c-e19e5a6369f0,311028400,NORBE VIII,-24.7115,-42.2625,4.447797,5.5597460000000005,190.0,191.0,2023-10-14T21:58:05.000Z,2024-04-28T02:56:10.000Z,loitering,1
b07e27437-74ce-e118-664f-9f5df695b35c,466015000,ABI 5,26.4527,51.6376,12.402143,12.402143,47.0,47.0,2023-10-15T07:57:31.000Z,2024-03-28T15:58:28.000Z,loitering,1
6860e3bc3-3c2a-1f19-9e64-d22d630986dd,642122040,GAZA MARINE TERMINAL,33.9026,12.6689,59.345836000000006,59.345836000000006,118.0,118.0,2023-10-15T18:59:00.000Z,2024-03-29T06:58:27.000Z,loitering,1
198eded5f-f560-f8ce-ec03-34cdf8296e96,636020323,SEAFOX 8,26.3176,52.0096,9.652432000000001,8.272388000000001,62.0,63.0,2023-10-16T01:58:09.000Z,2024-02-10T10:54:08.000Z,loitering,1
7306be1f8-8841-555c-c937-6d0273c2d599,88880822,,35.1271,119.9221,0.9094059999999999,0.9094059999999999,43.0,43.0,2023-10-16T03:41:11.000Z,2024-03-16T10:20:13.000Z,loitering,1
af032c17d-d8fe-eb38-8699-7080c4729fc3,88880828,,35.3134,119.9865,0.0,13.7614,43.0,20.0,2023-10-16T04:18:46.000Z,2024-07-08T20:55:59.000Z,loitering,1
bad64d1a4-47d8-113f-f3f3-932d0e068b71,310713000,DEEPSEA ABERDEEN,59.1448,2.433,2.805685,3.5968850000000003,138.0,140.0,2023-10-16T14:57:13.000Z,2024-03-14T14:56:03.000Z,loitering,1
1a9107840-035c-187b-4434-da8afbe2438e,636009681,PETROBRAS 76,-24.6876,-42.5054,3.759452,3.759452,190.0,190.0,2023-10-17T15:08:09.000Z,2024-11-18T17:34:54.000Z,loitering,1
9e8854d50-0a21-b831-dc15-e53c235bcdd6,338125915,CONSTITUTION,27.2924,-90.9682,0.0,0.0,195.0,195.0,2023-10-17T19:00:34.000Z,2024-02-01T23:58:54.000Z,loitering,1
1671d9881-12a2-e2e8-6d66-4e521dcec4de,255804790,AQUARIUS BRASIL,-25.6517,-42.8697,2.4393599999999998,1.002288,287.0,289.0,2023-10-18T00:59:03.000Z,2024-01-15T22:58:00.000Z,loitering,1
5f2a4bc2a-a2da-683d-4b1f-2069a08c94e9,419900756,SAGAR KIRAN,20.3346,71.8804,13.343392,13.278464,77.0,73.0,2023-10-19T07:50:57.000Z,2024-01-26T17:59:04.000Z,loitering,1
f2dde361d-dd2d-75ee-d6c6-48b9aeacfb25,626144000,FOREVER,-6.7622,10.2712,76.354797,78.587039,225.0,239.0,2023-10-19T18:58:32.000Z,2024-02-20T18:56:13.000Z,loitering,1
4c479d535-53b0-2ae3-821a-7134a0ec3b63,413282540,LUFENG144,21.6341,116.2852,136.076078,136.076078,109.0,109.0,2023-10-20T07:00:37.000Z,2024-09-03T07:54:50.000Z,loitering,1
2c83e60f6-6b40-e849-16f7-1cc0df7a8bba,356790000,PETROBRAS-XXXIII,-22.3378,-40.0323,0.0,5.296813,107.0,104.0,2023-10-20T20:21:36.000Z,2024-02-07T20:53:34.000Z,loitering,1
f3354a4d4-4dfd-bf31-6dc5-bb4934991838,311038200,RANDGRID,58.5836,1.7328,2.064322,2.571808,197.0,197.0,2023-10-20T23:52:56.000Z,2024-02-01T00:47:06.000Z,loitering,1
2a61dba77-7ac3-1155-834b-7729ada83e84,403702245,ARB-1,28.3624,49.6544,0.978309,0.0,75.0,70.0,2023-10-21T07:57:04.000Z,2024-01-09T09:55:31.000Z,loitering,1
728ce3b02-2876-84a0-9da6-1ef3ac35724f,636019737,ARABDRILL 150,28.3841,49.554,1.481084,1.481084,78.0,78.0,2023-10-21T12:39:31.000Z,2024-06-05T11:38:00.000Z,loitering,1
a71ba5812-2e4d-20f1-1c14-527bbfe26fc8,538002097,LEEN,24.8311,53.528,2.442189,1.111949,45.0,47.0,2023-10-22T08:47:09.000Z,2024-05-14T11:57:17.000Z,loitering,1
f3d95d1bc-c335-1fc7-dd68-c478aedded4f,235107000,GLOBAL PRODUCER 3,58.353,0.8628,0.0,0.0,179.0,179.0,2023-10-22T11:26:44.000Z,2024-01-15T23:59:34.000Z,loitering,1
4ca6af2f4-49f4-e689-37a3-5ff713e4e948,412463960,LF13-1DPP,21.5876,116.1566,133.087953,133.087953,111.0,111.0,2023-10-22T12:35:38.000Z,2024-01-27T19:23:13.000Z,loitering,1
855a5a4b5-52b0-4f7d-eb9a-d1027363ccc5,310767000,DEEPSEA STAVANGER,60.0274,2.7057,51.508269999999996,52.679227,125.0,126.0,2023-10-22T23:58:25.000Z,2024-01-06T14:59:39.000Z,loitering,1
a63f73b64-464a-c5d3-2e91-7eafe7f1db60,311483000,FPSO FLUMINENSE,-22.6516,-40.4303,0.0,0.0,92.0,92.0,2023-10-24T00:35:20.000Z,2024-02-01T19:15:29.000Z,loitering,1
0852c5333-3275-66ac-98ce-35ae82870dbb,511100684,ANDIA,29.6389,48.9054,0.0,0.9664510000000001,42.0,42.0,2023-10-24T00:58:58.000Z,2024-01-21T11:29:06.000Z,loitering,1
98a1bd312-2058-1dd4-9372-d72c4c5a2889,642165061,BOURI FIELD DP4,33.899,12.7085,60.503754,65.639719,120.0,115.0,2023-10-24T13:59:18.000Z,2024-01-11T05:49:49.000Z,loitering,1
828093905-519e-fe20-b1bf-3f880284d21f,235074573,STENA FORTH,32.3786,30.6019,110.487289,118.968242,94.0,90.0,2023-10-25T15:59:33.000Z,2024-03-28T05:04:08.000Z,loitering,1
e6c4c8cb1-18a6-00ee-2f59-65ca2c7bf2ce,311044600,SWIFT 10,52.3927,3.7706,3.335848,8.895595,48.0,45.0,2023-10-25T19:59:30.000Z,2024-02-10T00:59:44.000Z,loitering,1
e5ca84c0c-cafa-1916-4df2-095738ce1785,538003304,DDKG2,-25.5921,-42.7915,2.995799,2.4392910000000003,275.0,291.0,2023-10-25T22:59:06.000Z,2024-01-25T02:58:27.000Z,loitering,1
69728b976-6e56-faaf-dda9-db6286b840ae,538008960,JINDAL EXPLORER,20.3471,71.9938,5.330841,2.223899,79.0,76.0,2023-10-26T03:59:59.000Z,2024-02-08T05:49:53.000Z,loitering,1
a0366ce8f-f975-0dcf-c526-a880a3137876,351873000,VELESTO NAGA 6,3.8483,111.9417,54.669176,62.560516,101.0,106.0,2023-10-26T23:41:37.000Z,2024-02-01T16:58:22.000Z,loitering,1
4d5baaa74-420a-1a91-41ba-0c11ee29720c,354150000,WEST JUPITER,-24.6646,-42.4612,1.010539,0.0,188.0,189.0,2023-10-27T07:59:00.000Z,2024-03-20T17:59:07.000Z,loitering,1
56a1322aa-a776-cbbf-bcf3-00c334bc8d8f,413277590,KL10-1CEP PLATFORM,37.8127,119.6262,0.0,0.0,49.0,49.0,2023-10-28T07:00:57.000Z,2024-08-28T05:23:17.000Z,loitering,1
307464c06-6e17-4252-3d74-2fc47ea6813b,710000925,POLVO A,-23.0836,-40.9954,10.557108,10.557108,88.0,88.0,2023-10-28T16:30:56.000Z,2024-03-07T04:05:12.000Z,loitering,1
27fc2999b-bfcc-d5a2-00b8-c76da320e91d,538001757,NOBLE ENDEAVOR,56.8768,1.589,18.549811000000002,23.377371,214.0,214.0,2023-10-28T17:59:38.000Z,2024-02-14T00:49:18.000Z,loitering,1
de9352156-6af8-1630-cf0e-47a307f6825c,310776000,DEEPSEA NORDKAPP,59.5888,2.1303,9.826279000000001,5.5337060000000005,155.0,160.0,2023-10-28T19:57:36.000Z,2024-01-16T20:58:32.000Z,loitering,1
0b96abf6f-fd66-ae68-8542-f984e644ce91,636019374,DEEPWATER MYKONOS,-24.6593,-42.2569,3.2294490000000002,1.5025110000000002,184.0,185.0,2023-10-30T02:56:11.000Z,2024-01-29T16:57:03.000Z,loitering,1
a35a87e8f-f505-5930-bb9e-58427ca950ad,345070305,SANDUNGA,19.5216,-91.9619,0.0,3.8511309999999996,78.0,76.0,2023-10-30T11:28:46.000Z,2024-07-31T19:58:11.000Z,loitering,1
18a65b8d0-09f5-e452-6731-49906f4574d2,419900753,SAGAR RATNA,19.2492,72.1834,6.753811,6.753811,62.0,62.0,2023-10-31T03:49:28.000Z,2024-01-05T11:58:49.000Z,loitering,1
fed3d534e-e8f3-6196-e982-34a8b4a82fac,636021841,ADMARINE 692,28.5911,49.5829,1.111949,4.060494,97.0,98.0,2023-11-01T10:58:31.000Z,2025-01-09T11:58:00.000Z,loitering,1
e77ab3b88-8ff4-dc6a-4054-d67b50077d56,525021039,COSL 225,-4.8883,106.5158,1.5693320000000002,74.886227,42.0,88.0,2023-11-02T00:02:24.000Z,2024-10-04T11:03:42.000Z,loitering,1
83603594b-b09c-ca34-f2f5-50277444ad31,311066000,SAIPEM FDS,-24.6037,-42.5641,3.229905,7.521645,182.0,178.0,2023-11-02T03:59:13.000Z,2024-01-15T19:59:54.000Z,loitering,1
fc1f2c95b-bc31-42dd-781b-938a3bff43b6,538005828,VENUS,-25.6707,-43.2032,1.0022039999999999,0.0,281.0,280.0,2023-11-02T10:58:35.000Z,2024-01-09T20:59:00.000Z,loitering,1
5e5dc55a8-8ff6-9db1-4318-248389419928,413208840,LF13-2DPP,21.6304,116.0539,124.14005499999999,124.14005499999999,121.0,121.0,2023-11-02T14:34:08.000Z,2024-01-23T01:51:50.000Z,loitering,1
6dd852597-7ba8-fe4e-ff36-38ac38ce0df3,538001927,WELL-SAFE GUARDIAN,57.7278,-0.1019,55.596156,46.486914,96.0,111.0,2023-11-02T17:43:06.000Z,2024-09-19T12:59:14.000Z,loitering,1
a9b3ac02d-d831-b008-4c08-68b474b02ea7,574005380,IVY,2.004,104.7344,50.72002,49.236160000000005,53.0,54.0,2023-11-03T01:56:56.000Z,2024-02-14T15:33:31.000Z,loitering,1
c98d53df1-19aa-8e2d-30e1-dfb763b55ec2,525008063,FPSO BELANAK NATUNA,4.165,106.2292,89.018195,89.018195,83.0,83.0,2023-11-03T02:45:21.000Z,2026-05-04T23:59:09.000Z,loitering,1
dcf03468f-f777-0670-db65-c68e7c185b51,413495540,HZ32-5DPP,21.14,115.3161,133.736688,133.736688,146.0,146.0,2023-11-03T05:11:36.000Z,2024-09-03T00:28:14.000Z,loitering,1
d515a9da6-6129-1e7a-cf7f-360e6e1acca6,412465310,HZ32-2,21.1616,115.1701,122.06479700000001,122.06479700000001,134.0,134.0,2023-11-03T06:39:02.000Z,2024-01-28T07:24:45.000Z,loitering,1
e59cc1810-0ce6-1f4c-790c-96313105ff92,370716000,ORIENTAL DISCOVERY,29.5607,125.213,228.577797,229.740719,240.0,241.0,2023-11-03T16:11:24.000Z,2024-07-20T04:16:00.000Z,loitering,1
3412d310a-aace-ad68-0843-ee63647dde0e,457794000,ABAN VIII,19.1042,72.0283,6.671696,23.800678,62.0,97.0,2023-11-05T01:08:09.000Z,2024-04-11T10:38:59.000Z,loitering,1
4fa4d8fab-bb67-e089-6c1d-4081d008d71f,563855000,SAFE NOTOS,-21.462,-40.0606,0.0,32.835679999999996,76.0,92.0,2023-11-05T02:58:39.000Z,2024-02-18T15:59:14.000Z,loitering,1
808e3f305-5e44-7656-5d7c-9bf69c8a6848,538010660,NOBLE RESOLUTE,55.2917,3.8024,55.649723,56.86807,229.0,228.0,2023-11-06T05:52:19.000Z,2024-02-14T22:38:32.000Z,loitering,1
e570791a2-2a72-e349-be1e-4282e3c1da64,538002388,FSO AFRICA,26.6709,51.9012,0.0,0.0,83.0,83.0,2023-11-06T08:03:38.000Z,2024-04-01T12:59:11.000Z,loitering,1
eb8abec3a-a565-d0d5-4dbf-751f5781914d,419901427,GREATDRILL CHITRA,18.514,72.2719,2.4611799999999997,2.461207,63.0,66.0,2023-11-06T08:58:05.000Z,2024-01-12T03:59:26.000Z,loitering,1
164ac1661-19fd-0747-c445-f93f355d293c,370718000,HAKURYU-5,4.9301,111.6306,24.391311,162.624891,165.0,251.0,2023-11-06T13:49:52.000Z,2024-01-09T14:49:41.000Z,loitering,1
01f0f7595-5930-26f3-a6ff-e1d4417666c2,414482000,SHEN LAN TAN SUO,20.5278,113.7417,146.11796900000002,143.855,150.0,147.0,2023-11-06T23:46:10.000Z,2024-01-19T00:58:36.000Z,loitering,1
65ce3bbf1-1f9a-52d0-4b8e-e820977c0590,311001343,DEEP VALUE DRILLER,4.7526,-3.5344,45.717578,49.213426,46.0,45.0,2023-11-08T01:57:51.000Z,2024-01-02T15:59:54.000Z,loitering,1
8ed684bec-cbcd-7cc5-d86e-125d07e39ef2,538003860,JINDAL SUPREME,20.3382,72.1012,11.817385,8.3685,65.0,71.0,2023-11-08T01:59:26.000Z,2024-01-15T06:54:56.000Z,loitering,1
6dc694a7a-afb0-f9ac-ca78-144da745e6cb,355379000,PICO 4,19.1013,-92.3867,10.70857,9.041947,44.0,48.0,2023-11-08T11:30:37.000Z,2024-01-26T01:50:05.000Z,loitering,1
bb76fef87-7aaf-4c09-77e8-089890d5c47b,235060864,STENA DRILLMAX,8.2204,-57.1367,193.579766,192.43932800000002,178.0,177.0,2023-11-08T14:59:40.000Z,2024-01-14T06:59:06.000Z,loitering,1
9b4477f11-17d9-3170-f8ff-88b24a41854d,352001034,ZAMBRA,-2.8924,-37.8936,100.64932,103.438531,109.0,112.0,2023-11-09T00:01:13.000Z,2024-01-09T02:48:15.000Z,loitering,1
5ac7cda50-0294-e937-fd05-c632e6a6d550,419901430,GREATDRILL CHETNA,19.3506,72.2098,13.923884,17.267049,56.0,56.0,2023-11-09T04:58:05.000Z,2024-01-28T10:58:44.000Z,loitering,1
85f6d7d1c-c6e2-f2eb-e690-6af22098c43b,533000002,SMA REQUEST 2NM CPA,5.7623,104.262,80.290133,80.290133,119.0,119.0,2023-11-09T09:05:56.000Z,2024-03-14T23:57:52.000Z,loitering,1
a7e813bda-a6bd-d6e5-1220-746d4d3f2e44,470891001,NURAI,24.8653,53.7991,0.0,3.223955,55.0,54.0,2023-11-09T15:19:46.000Z,2024-06-26T13:59:24.000Z,loitering,1
b4391d269-9cf7-34b2-3985-fb32b310a2f3,533371000,CASPIAN SEA,3.5382,112.8164,18.480905999999997,18.480905999999997,38.0,38.0,2023-11-09T15:58:19.000Z,2024-02-06T05:44:12.000Z,loitering,1
38d9edf50-0dcd-2d21-7754-e68886586952,312010000,KJO CONSTRUCTOR,28.4524,48.9114,2.223899,2.4293470000000004,39.0,35.0,2023-11-10T07:55:19.000Z,2024-02-20T08:54:17.000Z,loitering,1
79df21eeb-b769-fd94-3672-ec9cb51ff30e,477007600,ERECTER,1.9204,104.7129,39.855207,40.776203,60.0,58.0,2023-11-10T11:59:04.000Z,2024-01-18T15:59:05.000Z,loitering,1
c0efda5ef-fee9-4e1a-8f6a-27f64bcec4b4,412461260,NANHAIERHAO,21.6588,116.1741,126.746102,127.259664,118.0,117.0,2023-11-10T13:28:27.000Z,2024-01-25T21:46:21.000Z,loitering,1
e73beb296-6a51-17d3-37db-b35ffe8fc304,413473840,NAN HAI BA HAO,19.6355,113.4871,229.260438,226.99853099999999,228.0,226.0,2023-11-10T13:29:26.000Z,2024-01-03T12:31:41.000Z,loitering,1
540bd8982-2c6d-172f-6ae1-6e7a3310b6ef,351279000,PETROBRAS-31,-22.1302,-39.9665,0.0,0.0,106.0,106.0,2023-11-10T13:49:36.000Z,2024-07-16T13:53:11.000Z,loitering,1
88b495c58-8ba4-7f24-5e5a-6086aef09061,354982000,WEST GEMINI,-7.4855,11.5518,2.223899,6.671696,143.0,144.0,2023-11-10T14:59:56.000Z,2024-09-13T18:33:23.000Z,loitering,1
0d2bb1527-77c9-0382-26fa-35a6431786f4,413287430,GUOHAIGUOYU,38.1967,119.7497,13.457574000000001,15.786833,69.0,70.0,2023-11-10T21:49:49.000Z,2024-04-24T21:59:14.000Z,loitering,1
3b1bbb9f2-2c0c-d8ac-e19f-5324ecfc241b,525394249,AIS  BUOY-4249  100%,-14.2586,107.763,477.309031,488.44981199999995,463.0,474.0,2023-11-11T01:41:23.000Z,2024-01-06T12:27:44.000Z,loitering,1
35101c80b-b84b-fcb3-50ea-63ba7b302d45,413236030,BO HAI 4 HAO,39.9014,120.7756,3.411697,4.8102,43.0,44.0,2023-11-11T13:22:17.000Z,2024-01-24T22:57:47.000Z,loitering,1
53d591e8e-e2b7-bd1c-f240-5882cb5160fd,345070391,TABASCO,19.1261,-92.2436,5.45099,7.648324,48.0,46.0,2023-11-11T17:55:56.000Z,2024-05-16T18:59:26.000Z,loitering,1
56b8e4cc4-46d7-be0b-0563-7b6f76e23afb,258615000,TRANSOCEAN ENABLER,58.3789,1.5672,21.011752,23.888296999999998,214.0,216.0,2023-11-12T02:58:09.000Z,2024-01-24T17:02:26.000Z,loitering,1
fe5c12305-5a71-5cca-3fc2-9d533d1ccaf0,538010167,KINGDOM 1,28.466,49.574,3.909911,2.932433,86.0,86.0,2023-11-12T03:57:51.000Z,2024-09-03T23:10:06.000Z,loitering,1
8bcbe823f-f126-1afd-490d-e34d51228c01,355312000,VIVEKANAND 3,25.4966,53.1119,1.0037129999999999,1.497927,43.0,44.0,2023-11-12T03:59:29.000Z,2024-04-25T11:59:19.000Z,loitering,1
45e2898a8-8a77-9875-b017-3609dfca962d,351635000,WELL-SAFE PROTECTOR,53.6589,3.888,44.286964999999995,45.579035000000005,80.0,81.0,2023-11-12T20:50:08.000Z,2024-02-24T09:53:28.000Z,loitering,1
0fd7198a5-547e-454b-ed54-6eac667816c9,525007204,COSL 221,-4.6727,106.6214,64.774016,61.630617,81.0,77.0,2023-11-13T00:01:06.000Z,2024-01-18T10:59:39.000Z,loitering,1
579f521a1-1956-755c-96ad-85e300e5bc6b,525343318,AIS BUOY-3318  100%,-14.1944,106.6917,426.873062,439.52475,411.0,423.0,2023-11-13T04:32:11.000Z,2024-01-05T11:38:27.000Z,loitering,1
ef3bf02f9-9574-94e1-bdc8-c0719327c328,88880827,,35.1312,119.9262,1.8188119999999999,1.8188119999999999,44.0,44.0,2023-11-13T12:15:13.000Z,2024-01-19T13:24:30.000Z,loitering,1
b6be6a8d8-8423-c0ba-1967-281c2b437a61,88880826,,35.1359,119.9145,2.945652,2.131881,44.0,42.0,2023-11-13T12:41:58.000Z,2024-03-16T20:28:50.000Z,loitering,1
6f0d09248-8512-b5fa-e31a-30431b58ec4b,88880824,,35.1428,119.9135,1.818589,2.945652,41.0,44.0,2023-11-13T12:59:24.000Z,2024-04-01T22:40:54.000Z,loitering,1
6977766e1-1445-99fa-2d77-7fffe72a6f75,88880821,,35.1319,119.9046,1.436507,0.0,43.0,42.0,2023-11-13T13:23:04.000Z,2024-07-12T01:24:29.000Z,loitering,1
3089676ab-b7d6-e083-e340-44c0acc9baf5,88880829,,35.0908,119.9153,1.111949,6.194458,44.0,48.0,2023-11-13T13:56:45.000Z,2024-09-20T09:34:08.000Z,loitering,1
d30c0f837-7527-a197-93be-3215dfaeb4ea,412469570,W111,20.7967,108.7247,4.566668,4.566668,46.0,46.0,2023-11-13T14:00:20.000Z,2024-01-27T10:10:07.000Z,loitering,1
b63c32a0d-db7c-8018-230a-10d0f22d2feb,88880825,,35.1244,119.9029,1.436507,1.436507,43.0,43.0,2023-11-13T14:02:14.000Z,2024-07-18T21:26:14.000Z,loitering,1
c2fbef567-785b-4bd1-0a79-6f5de3d80a58,60806813,,35.124,119.8878,2.131881,2.131881,42.0,42.0,2023-11-13T22:45:45.000Z,2024-01-18T11:50:06.000Z,loitering,1
e646df602-2094-ca60-9cf1-8dce2508be9e,351784000,NORBE VI,-22.8146,-40.4497,14.036438,9.802123,110.0,103.0,2023-11-13T23:59:23.000Z,2024-01-16T19:58:29.000Z,loitering,1
ecaade03e-e841-9f7a-67fc-98cfafc73966,538003899,ARMADA TGT 1,9.9707,107.9689,102.747398,102.747398,77.0,77.0,2023-11-14T00:00:55.000Z,2024-03-20T23:57:57.000Z,loitering,1
f4403acef-f025-859c-45db-0719c673c29e,370016000,MICLYN CONSTRUCTOR I,18.5442,72.2789,2.1086060000000004,0.0,65.0,61.0,2023-11-14T01:59:02.000Z,2024-01-04T04:58:43.000Z,loitering,1
fef98da37-7b41-6fa5-463c-db3b90cace64,352001785,ADMARINE 10,19.5435,71.3484,2.0965979999999997,2.458284,140.0,128.0,2023-11-14T02:55:05.000Z,2024-08-14T06:49:30.000Z,loitering,1
6319ecea5-5167-1b83-b6f4-33e0c0c5bd56,60806806,,35.1327,119.8984,2.131881,0.0,42.0,42.0,2023-11-14T03:21:41.000Z,2024-01-26T10:14:02.000Z,loitering,1
c7d1c61c6-6ade-9297-15f7-bb1f585ca006,20406004,,35.064,119.94,7.208341000000001,7.185713,49.0,50.0,2023-11-14T03:44:20.000Z,2024-02-01T10:59:29.000Z,loitering,1
8a9a60738-885d-30ed-9109-1e1fd34e0592,20406008,,35.0928,119.9715,7.599578,7.360175,50.0,49.0,2023-11-14T03:49:21.000Z,2024-01-12T13:45:48.000Z,loitering,1
a1086cbab-b9b0-ec67-d911-b952fce8a5e4,34111154,,35.0952,119.8363,4.539837,4.539837,40.0,40.0,2023-11-14T03:50:05.000Z,2024-03-21T04:07:19.000Z,loitering,1
